,word,ner_c
466,"['Il', 'vise', 'principalement', 'les', 'actes', 'de', 'corruption', 'dans', 'lesquels', 'des', 'fonctionnaires', 'tant', 'nationaux', 'que', 'communautaires', 'sont', 'impliqués', 'et', 'qui', 'portent', 'atteinte', 'ou', 'risquent', 'de', 'porter', 'atteinte', 'aux', 'intérêts', 'financiers', 'des', 'Communautés', 'européennes', ',', 'il', 'sera', 'dénommé', 'ci-après', '«', 'premier', 'protocole', '»', 'ou', '«', 'protocole', 'sur', 'la', 'corruption', '»', '.']","['n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n']"
467,"['Le', 'protocole', 'concernant', 'l&apos;', 'interprétation', 'de', 'la', 'convention', ',', 'à', 'titre', 'préjudiciel', ',', 'par', 'la', 'Cour', 'de', 'justice', 'des', 'Communautés', 'européennes', 'a', 'été', 'établi', 'et', 'signé', 'le', '29', 'novembre', '1996', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
468,"['Cet', 'instument', 'prévoit', 'la', 'possibilité', 'pour', 'les', 'États', 'membres', 'd&apos;', 'accepter', ',', 'par', 'une', 'déclaration', 'faite', 'au', 'moment', 'de', 'la', 'signature', 'du', 'protocole', 'ou', 'à', 'tout', 'autre', 'moment', 'ultérieur', ',', 'la', 'compétence', 'de', 'la', 'Cour', 'concernant', 'l&apos;', 'interprétation', ',', 'à', 'titre', 'préjudiciel', ',', 'de', 'la', 'convention', 'et', 'du', 'premier', 'protocole', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
469,"['Parallèlement', 'à', 'l&apos;', 'élaboration', 'des', 'instruments', 'ci-dessus', 'sur', 'la', 'base', 'du', 'titre', 'VI', 'du', 'TUE', ',', 'deux', 'instruments', 'qui', 'présentent', 'un', 'intérêt', 'particulier', 'dans', 'ce', 'contexte', 'ont', 'été', 'adoptés', 'par', 'la', 'Communauté', 'européenne', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
470,"['Il', 's&apos;', 'agit', 'du', 'règlement', '(', 'CE', ',', 'Euratom', ')', 'n', '°', '2988', '/', '95', 'du', 'Conseil', 'du', '18', 'décembre', '1995', 'relatif', 'à', 'la', 'protection', 'des', 'intérêts', 'financiers', 'des', 'Communautés', 'européennes', 'et', 'd&apos;', 'un', 'règlement', '(', 'Euratom', ',', 'CE', ')', 'n', '°', '2185', '/', '96', 'du', 'Conseil', 'du', '11', 'novembre', '1996', 'relatif', 'aux', 'contrôles', 'et', 'vérifications', 'sur', 'place', 'effectués', 'par', 'la', 'Commission', 'pour', 'la', 'protection', 'des', 'intérêts', 'financiers', 'des', 'Communautés', 'européennes', 'contre', 'les', 'fraudes', 'et', 'autres', 'irrégularités', '.']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n']"
471,"['Dans', 'l&apos;', 'acte', 'du', 'Conseil', 'établissant', 'la', 'convention', ',', 'le', 'Conseil', 'a', 'souligné', 'que', 'la', 'convention', 'serait', 'complétée', 'sous', 'peu', 'par', 'd&apos;', 'autres', 'instruments', 'juridiques', 'afin', 'd&apos;', 'améliorer', 'la', 'protection', 'des', 'intérêts', 'financiers', 'des', 'Communautés', 'européennes', 'sur', 'le', 'plan', 'pénal', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
472,"['La', 'Commission', 'a', 'présenté', 'un', 'projet', 'de', 'deuxième', 'protocole', 'à', 'la', 'convention', 'sur', 'la', 'fraude', 'au', 'début', 'de', '1996', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']"
473,"['Elle', 'renvoyait', 'à', 'l&apos;', 'intention', 'exprimée', 'par', 'le', 'Conseil', 'lors', 'de', 'l&apos;', 'établissement', 'de', 'la', 'convention', ',', 'ainsi', 'qu&apos;', 'à', 'la', 'résolution', 'du', 'Conseil', ',', 'du', '6', 'décembre', '1994', 'relative', 'à', 'la', 'protection', 'juridique', 'des', 'intérêts', 'financiers', 'des', 'Communautés', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'n', 'n']"
474,"['Dans', 'cette', 'résolution', ',', 'le', 'Conseil', 'demandait', 'que', 'soient', 'prévues', 'des', 'possibilités', 'd&apos;', 'infliger', 'des', 'sanctions', 'à', 'des', 'personnes', 'morales', ',', 'et', 'que', 'la', 'législation', 'en', 'matière', 'de', 'blanchiment', 'de', 'l&apos;', 'argent', 'soit', 'étendue', 'à', 'la', 'protection', 'des', 'intérêts', 'financiers', 'des', 'Communautés', 'européennes', '.']","['n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n']"
475,"['L&apos;', 'initiative', 'et', 'le', 'projet', 'de', 'la', 'Commission', 'ont', 'été', 'repris', 'par', 'la', 'présidence', 'italienne', 'du', 'Conseil', 'et', ',', 'à', 'la', 'fin', 'de', 'cette', 'présidence', ',', 'l&apos;', 'examen', 'du', 'projet', 'était', 'bien', 'avancé', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
476,"['En', 'juin', '1996', ',', 'la', 'présidence', 'italienne', 'a', 'consulté', 'le', 'Parlement', 'européen', 'conformément', 'à', 'l&apos;', 'article', 'K.6', 'du', 'TUE', 'et', 'le', 'Parlement', 'a', 'rendu', 'son', 'avis', 'dans', 'une', 'résolution', 'du', '24', 'octobre', '1996', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']"
477,"['Les', 'discussions', 'se', 'sont', 'poursuivies', 'sous', 'la', 'présidence', 'irlandaise', ',', 'et', 'c&apos;', 'est', 'finalement', 'sous', 'la', 'présidence', 'néerlandaise', 'qu&apos;', 'un', 'accord', 'politique', 'sur', 'le', 'projet', 'a', 'été', 'établi', 'au', 'sein', 'du', 'Conseil', 'le', '26', 'mai', '1997', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
478,"['Le', '19', 'juin', '1997', ',', 'l&apos;', 'acte', 'établissant', 'le', 'deuxième', 'protocole', 'a', 'été', 'adopté', 'par', 'le', 'Conseil', 'et', 'le', 'deuxième', 'protocole', 'a', 'été', 'signé', 'par', 'les', 'représentants', 'des', 'gouvernements', 'des', 'États', 'membres', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
479,"['Pour', 'ce', 'qui', 'est', 'de', 'la', 'base', 'juridique', 'du', 'deuxième', 'protocole', ',', 'il', 'est', 'fait', 'référence', 'aux', 'observations', 'contenues', 'dans', 'le', 'point', 'II', 'du', 'rapport', 'explicatif', 'sur', 'la', 'convention', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
480,"['L&apos;', 'importance', 'de', 'mener', 'à', 'terme', 'et', 'de', 'mettre', 'en', 'oeuvre', 'le', 'deuxième', 'protocole', 'est', 'soulignée', 'dans', 'le', 'programme', 'd&apos;', 'action', 'relatif', 'à', 'la', 'criminalité', 'organisée', ',', 'adopté', 'par', 'le', 'Conseil', 'le', '28', 'avril', '1997', ',', 'qui', 'recommande', 'aux', 'États', 'membres', 'de', 'rendre', 'plus', 'générale', 'l&apos;', 'incrimination', 'de', 'blanchiment', 'd&apos;', 'argent', ',', 'd&apos;', 'améliorer', 'encore', 'et', 'de', 'structurer', 'la', 'coopération', 'entre', 'la', 'Commission', 'et', 'les', 'États', 'membres', 'dans', 'la', 'lutte', 'contre', 'la', 'fraude', 'affectant', 'les', 'intérêts', 'financiers', 'des', 'Communautés', 'européennes', 'et', 'le', 'blanchiment', 'd&apos;', 'argent', 'qui', 'y', 'est', 'associé', ',', 'd&apos;', 'instituer', 'une', 'responsabilité', 'des', 'personnes', 'morales', 'impliquées', 'dans', 'des', 'faits', 'relevant', 'de', 'la', 'criminalité', 'organisée', 'et', 'de', 'recueillir', 'toutes', 'informations', 'utiles', 'sur', 'les', 'personnes', 'morales', 'afin', 'd&apos;', 'empêcher', 'que', 'la', 'criminalité', 'organisée', 'ne', 'pénètre', 'l&apos;', 'économie', 'légale', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n']"
481,"['II', '.']","['n', 'n']"
482,"['COMMENTAIRE', 'SUR', 'LE', 'DISPOSITIF', 'Article', 'premier', 'Définitions', '1.1', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
483,"['Observations', 'générales', 'Cette', 'disposition', 'd&apos;', 'introduction', 'contient', 'cinq', 'définitions', 'de', 'termes', 'utilisés', 'dans', 'le', 'texte', 'du', 'deuxième', 'protocole', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
484,"['Tout', 'en', 'donnant', 'la', 'signification', 'précise', 'de', 'ces', 'termes', 'aux', 'fins', 'de', 'ce', 'protocole', ',', 'les', 'trois', 'premières', 'définitions', 'établissent', 'en', 'outre', 'les', 'liens', 'entre', 'ce', 'protocole', 'et', 'la', 'convention', 'sur', 'la', 'fraude', 'ainsi', 'que', 'son', 'premier', 'protocole', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n']"
485,"['1.2', '.']","['n', 'n']"
486,"['Points', 'a', ')', 'et', 'b', ')', 'Ces', 'définitions', 'établissent', 'de', 'manière', 'formelle', 'le', 'lien', 'entre', 'le', 'deuxième', 'protocole', 'et', 'la', 'convention', 'sur', 'la', 'fraude', ',', 'en', 'indiquant', 'que', '«', 'convention', '»', 'renvoie', 'à', 'la', 'convention', 'sur', 'la', 'fraude', 'et', '«', 'fraude', '»', 'aux', 'comportements', 'visés', 'dans', 'ladite', 'convention', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
487,"['1.3', '.']","['n', 'n']"
488,"['Point', 'c', ')', 'Le', 'deuxième', 'protocole', 'renvoie', 'non', 'seulement', 'à', 'la', 'convention', 'sur', 'la', 'fraude', ',', 'mais', 'aussi', 'au', 'premier', 'protocole', 'à', 'cette', 'convention', ',', 'le', 'protocole', 'sur', 'la', 'corruption', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n']"
489,"['Ce', 'lien', 'est', 'souligné', 'au', 'point', 'c', ')', ',', 'qui', 'stipule', 'que', ',', 'dans', 'le', 'cadre', 'du', 'deuxième', 'protocole', ',', '«', 'corruption', 'passive', '»', 'et', '«', 'corruption', 'active', '»', 's&apos;', 'entendent', 'dans', 'le', 'même', 'sens', 'que', 'dans', 'le', 'premier', 'protocole', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
490,"['1.4', '.']","['n', 'n']"
491,"['Point', 'd', ')', 'Le', 'protocole', 'indique', 'que', 'par', '«', 'personne', 'morale', '»', ',', 'on', 'entend', 'toute', 'entité', 'ayant', 'ce', 'statut', 'en', 'vertu', 'du', 'droit', 'national', 'applicable', ',', 'exception', 'faite', 'des', 'États', 'ou', 'des', 'autres', 'entités', 'publiques', 'dans', 'l&apos;', 'exercice', 'de', 'leurs', 'prérogatives', 'de', 'puissance', 'publique', 'et', 'des', 'organisations', 'internationales', 'publiques', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n']"
492,"['Dans', 'ce', 'contexte', ',', 'on', 'entend', 'par', '«', 'droit', 'national', '»', ',', 'le', 'droit', 'national', 'de', 'l&apos;', 'État', 'membre', 'qui', 'prend', 'des', 'mesures', 'contre', 'une', 'personne', 'morale', 'conformément', 'au', 'deuxième', 'protocole', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n']"
493,"['1.5', '.']","['n', 'n']"
494,"['Point', 'e', ')', 'Aux', 'fins', 'du', 'deuxième', 'protocole', ',', 'on', 'entend', 'par', '«', 'blanchiment', 'de', 'capitaux', '»', 'les', 'agissements', 'définis', 'comme', 'tels', 'dans', 'la', 'directive', '91', '/', '308', '/', 'CEE', 'du', 'Conseil', 'du', '10', 'juin', '1991', 'relative', 'à', 'la', 'prévention', 'de', 'l&apos;', 'utilisation', 'du', 'système', 'financier', 'aux', 'fins', 'du', 'blanchiment', 'de', 'capitaux', 'pour', 'ce', 'qui', 'concerne', 'les', 'infractions', 'visées', 'par', 'la', 'convention', 'sur', 'la', 'fraude', 'et', 'son', 'premier', 'protocole', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']"
495,"['En', 'conséquence', ',', 'aux', 'fins', 'du', 'deuxième', 'protocole', ',', 'le', 'blanchiment', 'de', 'capitaux', 'fait', 'référence', 'au', 'produit', 'de', 'la', 'fraude', ',', 'du', 'moins', 'de', 'la', 'fraude', 'grave', ',', 'et', 'de', 'la', 'corruption', 'active', 'et', 'passive', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n']"
496,"['Lorsqu&apos;', 'il', 'est', 'fait', 'référence', 'à', 'la', 'directive', ',', 'dans', 'la', 'définition', 'du', 'blanchiment', 'de', 'capitaux', ',', 'l&apos;', 'expression', '«', 'biens', '»', 'utilisée', 'au', 'troisième', 'tiret', 'de', 'l&apos;', 'article', '1er', 'de', 'la', 'directive', 'est', 'définie', 'au', 'quatrième', 'tiret', 'dudit', 'article', '1er', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
497,"['Par', 'conséquent', ',', 'le', 'terme', '«', 'biens', '»', 'aux', 'fins', 'du', 'deuxième', 'protocole', 'désigne', '«', 'tous', 'les', 'types', 'd&apos;', 'avoirs', ',', 'corporels', 'ou', 'incorporels', ',', 'meubles', 'ou', 'immeubles', ',', 'tangibles', 'ou', 'intangibles', ',', 'ainsi', 'que', 'les', 'actes', 'juridiques', 'ou', 'documents', 'attestant', 'la', 'propriété', 'de', 'ces', 'avoirs', 'ou', 'des', 'droits', 'y', 'relatifs', '.', '»']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
498,"['Article', '2', 'Blanchiment', 'de', 'capitaux', 'En', 'vertu', 'de', 'cette', 'disposition', ',', 'en', 'liaison', 'avec', 'l&apos;', 'article', '1er', ',', 'point', 'e', ')', ',', 'les', 'États', 'membres', 'sont', 'tenus', 'de', 's&apos;', 'assurer', 'que', 'l&apos;', 'infraction', 'pénale', 'que', 'constitue', 'le', 'blanchiment', 'de', 'capitaux', 'dans', 'leur', 'législation', 'nationale', 'comprend', 'également', 'les', 'faits', 'de', 'fraude', ',', 'du', 'moins', 'de', 'fraude', 'grave', ',', 'et', 'de', 'corruption', 'active', 'et', 'passive', 'en', 'tant', 'qu&apos;', 'infractions', 'principales', '.']","['n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
499,"['Cette', 'extension', 'de', 'la', 'qualification', 'de', 'blanchiment', 'd&apos;', 'argent', 'a', 'été', 'encouragée', 'dans', 'le', 'programme', 'd&apos;', 'action', 'relatif', 'à', 'la', 'criminalité', 'organisée', 'qui', 'recommande', '«', 'de', 'rendre', 'l&apos;', 'incrimination', 'de', 'blanchiment', 'des', 'produits', 'du', 'crime', 'aussi', 'générale', 'que', 'possible', '»', '(', 'recommandation', '26', ')', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
500,"['Afin', 'de', 'mettre', 'en', 'pratique', 'cette', 'recommandation', ',', 'le', 'Conseil', 'a', 'adopté', ',', 'le', '3', 'décembre', '1998', ',', 'une', 'action', 'commune', 'concernant', 'le', 'blanchiment', 'de', 'capitaux', ',', 'l&apos;', 'identification', ',', 'le', 'dépistage', ',', 'le', 'gel', 'ou', 'la', 'saisie', 'et', 'la', 'confiscation', 'des', 'instruments', 'et', 'des', 'produits', 'du', 'crime', ',', 'qui', 'oblige', 'les', 'États', 'membres', 'à', 'prévoir', 'une', 'liste', 'élargie', 'd&apos;', 'infractions', 'principales', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
501,"['Dans', 'son', 'deuxième', 'rapport', 'au', 'Parlement', 'européen', 'et', 'au', 'Conseil', 'sur', 'la', 'mise', 'en', 'oeuvre', 'de', 'la', 'directive', 'sur', 'le', 'blanchiment', 'de', 'capitaux', ',', 'la', 'Commission', 'a', 'annoncé', 'son', 'intention', 'de', 'proposer', 'une', 'extension', 'du', 'champ', 'd&apos;', 'application', 'de', 'la', 'directive', 'sur', 'le', 'blanchiment', 'de', 'capitaux', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'n']"
502,"['Il', 'convient', 'de', 'noter', 'que', ',', 'afin', 'de', 'permettre', 'aux', 'États', 'membres', 'de', 'ratifier', 'le', 'protocole', 'même', 's&apos;', 'ils', 'n&apos;', 'ont', 'pas', 'encore', 'pu', 'mettre', 'en', 'oeuvre', 'cette', 'extension', ',', 'l&apos;', 'article', '18', ',', 'paragraphe', '1', ',', 'du', 'deuxième', 'protocole', 'prévoit', 'une', 'faculté', 'de', 'réserve', 'temporaire', 'pour', 'les', 'cas', 'autres', 'que', 'ceux', 'liés', 'à', 'des', 'cas', 'graves', 'de', 'corruption', 'active', 'et', 'passive', ',', 'valable', 'pour', 'une', 'période', 'de', 'cinq', 'ans', 'et', 'prorogeable', 'une', 'seule', 'fois', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
503,"['Article', '3', 'Responsabilité', 'des', 'personnes', 'morales', '3.1', '.']","['n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'n']"
