,words,ner_c,ner_f
18,"['whatever', 'eccentric', 'turns', 'the', 'Italian', 'wheel', 'of', 'fortune', 'may', 'take', 'iu', 'making', 'or', 'marring', 'the', 'destinies', 'of', 'that', 'singularly', 'unhappy', 'country', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,"['Liberalism', 'is', 'a', 'creature', 'that', 'can', 'accommodate', 'itself', 'to', 'any', 'clime', 'or', 'country', ';', 'it', 'can', 'lead', 'intense', 'dissatisfaction', 'into', 'the', 'heart', 'of', 'every', 'Hungarian', 'democrat', 'j', 'it', 'can', '“', 'put', 'up', '”', 'M', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20,"['Deal', ':', 'and', 'his', 'followers', 'to', 'all', 'sorts', 'of', 'democratic', 'dodges', ';', 'it', 'can', 'oppose', 'itself', 'to', 'the', 'best', 'principles', 'of', 'the', 'Imperial', 'policy', 'of', 'Francis', 'Joseph', ',', 'and', 'it', 'can', 'afford', 'food', 'to', 'feed', 'the', 'hungry', ',', 'revolutionary', 'appetites', 'of', 'the', 'liberal', 'press', 'throughout', 'the', 'world', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21,"['It', 'can', 'raise', 'up', 'a', 'host', 'of', 'dissatisfied', 'Hermans', 'throughout', 'the', 'length', 'and', 'breadth', 'of', 'Prussia', ',', 'who', 'arc', 'striving', 'by', 'every', 'means', 'in', 'their', 'power', 'to', 'damage', 'the', 'authority', 'of', 'the', 'King', 'and', 'tiro', 'Government', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,"['The', 'military', 'system', 'of', 'Prussia', ',', 'as', 'it', 'has', 'been', 'termed', ',', 'has', 'been', 'founded', 'on', 'an', 'extensive', 'militia', 'system', ',', 'and', 'some', 'of', 'the', 'greatest', 'victories', 'in', 'Prussia', 'have', 'been', 'gained', 'by', 'those', 'who', 'have', 'enrolled', 'into', 'the', 'army', 'after', 'this', 'irregular', 'fashion', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,"['The', 'policy', 'of', 'the', 'present', 'Government', 'of', 'Prussia', 'has', 'been', 'to', 'raise', 'and', 'keep', 'up', 'a', 'vast', 'standing', 'army', ',', 'on', 'whoso', 'permanent', 'power', 'and', 'strength', 'Prussia', 'may', 'rely', 'in', 'her', 'hour', 'of', 'need', 'to', 'defend', 'her', 'against', 'the', 'fierce', 'attacks', 'of', 'Zouaves', ',', 'Chasseurs', ',', 'and', 'Imperial', 'Dragoons', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,"['It', 'is', 'the', 'duty', 'of', 'Prussia', 'to', 'adhere', 'and', 'hold', 'fast', 'to', 'her', 'present', 'military', 'policy', ',', 'and', 'to', 'tread', 'down', ',', 'with', 'a', 'firm', 'foot', 'and', 'strong', 'hand', ',', 'all', 'tendencies', 'towards', 'a', 'revolutionary', 'liberalism', ',', 'come', 'from', 'what', 'quarter', 'soever', 'they', 'may', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25,"['The', 'Americans', 'still', 'continue', 'to', 'talk', 'in', 'loud', ',', 'warlike', 'language', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26,"['Bluster', 'seems', 'to', 'bo', 'one', 'of', 'their', 'national', ',', 'normal', ',', 'verbal', 'institutions', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27,"['If', 'wo', 'are', 'to', 'believe', 'in', 'half', 'the', 'threats', 'they', 'utter', ',', 'nothing', 'but', 'ultra-annihilation', 'of', 'each', 'other', 'will', 'suit', 'their', 'purpose', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,"['A', 'few', 'skirmishes', 'have', 'occurred', 'among', 'their', 'outposts', ',', 'in', 'which', 'the', 'Federal', 'cavalry', '(', 'mounted', 'on', 'horses', 'with', 'very', 'remarkable', 'tails', ')', 'have', 'gained', 'a', 'very', 'brilliant', 'advantage', 'over', 'their', 'opponents', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,"['Illness', ',', 'sickness', ',', 'and', 'disease', 'are', 'the', 'lot', 'of', 'all', 'men', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"['The', 'Pope', ',', 'who', 'abjures', 'matrimony', 'and', 'oonjugalism', 'as', 'mortal', 'sins', ',', 'has', 'been', 'suffering', 'from', 'erysipelas', ',', 'and', 'the', 'Sultan', 'of', 'Turkey', ',', 'who', 'rejoices', 'in', 'possessing', 'four', 'hundred', 'wives', ',', 'and', 'smokes', 'thirty', 'pipes', 'of', 'Latakia', 'daily', ',', 'has', 'been', 'also', 'very', '111', ',', 'and', 'is', 'dead', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
31,"['Reports', 'of', 'his', 'death', 'have', 'been', 'current', 'in', 'Paris', ',', 'and', 'these', 'have', 'now', 'been', 'confirmed', 'by', 'electric', 'telegraph', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,"['OUR', 'ELECTRIC', 'DISPATCH', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
33,"['fEeuters', 'Telegram', '.', ')']","[0, 0, 0, 0]","[0, 0, 0, 0]"
34,"['Wednesday', ',', '6', 'p.m', '.']","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
35,"['THE', 'AMERICAN', 'TELEGRAM', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
36,"['[', 'We', 'have', 'received', 'the', 'annexed', ',', 'per', 'Electric', 'and', 'International', 'Telegraph', 'Company', ',', 'as', 'part', 'of', 'our', 'ordinary', 'despatch', ';', 'but', 'it', 'is', 'evidently', 'only', 'another', 'version', 'of', 'the', 'Manchester', 'Examiners', 'telegram', ',', 'commented', 'on', 'in', 'our', 'leading', 'article', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
37,"['—', 'Ed', '.', ']']","[0, 0, 0, 0]","[0, 0, 0, 0]"
38,"['New', 'York', ',', 'Oct', '.', '21', '.', '—', '0n', 'tho', '19th', 'Longstreet', 'attacked', 'Sheridan', 'during', 'a', 'dense', 'fog', ',', 'before', 'daylight', ',', 'turning', 'and', 'driving', 'most', 'of', 'his', 'line', 'in', 'confusion', ',', 'and', 'capturing', '20', 'guns', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39,"['Sheridan', 'rallied', 'his', 'troops', ',', 'formed', 'Hue', 'of', 'battle', ',', 'and', 'defeated', 'tbe', 'Confederates', 'in', 'the', 'afternoou', ',', 'capturing', '50', 'guns', ',', 'including', 'those', 'previously', 'taken', 'by', 'the', 'Confederates', ',', 'and', '1,600', 'prisoners', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,"['Gold', ',', '109', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
41,"['LONDON', 'CORN', 'MARKET', '*', '(', 'From', 'Kingsford', 'and', 'Lags', 'Circular', '.', ')']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
42,"['This', 'Day', '.']","[0, 0, 0]","[0, 0, 0]"
43,"['—', 'Small', 'attendance', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
44,"['English', 'and', 'foreign', 'wheat', 'nominally', 'as', 'on', 'Monday', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
45,"['Spring', 'corn', 'unaltered', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
46,"['LATEST', 'MARKET', 'REPORTS', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
47,"['Leeds', ',', 'Nov', '.']","[1, 0, 0, 0]","[1, 0, 0, 0]"
48,"['I', '.']","[0, 0]","[0, 0]"
49,"['—', 'The', 'arrivals', 'of', 'grain', 'this', 'week', 'are', 'not', 'large', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50,"['The', 'wheat', 'trade', 'to-day', 'is', 'only', 'slow', '.']","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
51,"['Still', 'our', 'millers', 'have', 'to', 'give', 'last', 'weeks', 'prices', 'to', 'enable', 'them', 'to', 'supply', 'their', 'wants', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
52,"['Barley', 'without', 'change', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
53,"['Oats', 'and', 'beans', 'a', 'little', 'cheaper', '.']","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
54,"['Bristol', ',', 'Nov', '.']","[1, 0, 0, 0]","[1, 0, 0, 0]"
55,"['I', '.']","[0, 0]","[0, 0]"
56,"['—', 'At', 'our', 'market', 'there', 'was', 'a', 'good', 'attendance', 'of', 'country', 'buyers', ',', 'and', 'a', 'decidedly', 'better', 'feeling', 'in', 'wheat', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
57,"['Transactions', 'occurred', 'at', 'prices', 'unobtainable', 'last', 'week', '.']","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
58,"['Barley', 'dull', ';', 'beans', 'and', 'peas', 'firm', ';', 'oats', 'trifle', 'dearer', ',', 'if', 'these', 'easterly', 'winds', 'continue', 'our', 'supply', 'will', 'off', ',', 'and', 'they', 'will', 'go', 'dearer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59,"['Maize', 'extremely', 'quiet', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
60,"['Birmingham', ',', 'Nov', '.']","[1, 0, 0, 0]","[1, 0, 0, 0]"
61,"['I', '.']","[0, 0]","[0, 0]"
62,"['—', 'We', 'received', 'a', 'good', 'supply', 'of', 'beasts', 'on', 'offer', 'this', 'day', ',', 'which', 'met', 'a', 'fair', 'inquiry', ',', 'at', 'about', 'late', 'quotations', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63,"['Sheep', 'were', 'a', 'good', 'time', 'of', 'year', 'supply', ',', 'the', 'trade', 'steady', 'without', 'alteration', 'in', 'prices', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
64,"['Pat', 'pigs', 'a', 'large', 'supply', ':', 'demand', 'steady', ',', 'at', 'lower', 'prices', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
65,"['Beef', ',', 'od', '.', 'to', '7d', '.', 'per', 'lb', '.', ';', 'wether', 'mutton', ',', '7', '*', 'd', '.', 'to', 'Bid', '.', ';', 'ewes', ',', '7d', '.', 'to', '7', '£', 'd', '.', ';', 'bacon', 'pigs', ',', 'Bs', '.', 'to', '9s', '.', 'per', 'score', ';', 'porkets', 'ditto', ',', '9s', '.', '6d', '.', 'to', '10s', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66,"['Liverpool', ',', 'Nov', '.']","[1, 0, 0, 0]","[1, 0, 0, 0]"
67,"['I', '.']","[0, 0]","[0, 0]"
68,"['—', 'At', 'to-days', 'market', 'there', 'was', 'a', 'moderate', 'attendance', 'of', 'town', 'and', 'country', 'millers', 'aud', 'dealers', ',', 'and', 'a', 'fair', 'sale', 'was', 'experienced', 'for', 'wheat', ',', 'spriug', 'qualities', 'bringing', 'Id', '.', 'to', '2d', '.', 'over', 'tho', 'low', 'sales', 'of', 'Tuesday', 'last', ',', 'and', 'other', 'kinds', 'the', 'extreme', 'rates', 'of', 'that', 'day', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
69,"['Oats', 'were', 'more', 'saleable', 'at', 'full', 'prices', ',', 'aud', 'oatmeal', 'must', 'be', 'quoted', '6d', '.', 'per', 'load', 'dearer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
70,"['Beans', ',', 'Is', '.', 'dearer', '.']","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
71,"['Indian', 'corn', 'met', 'with', 'a', 'fair', 'inquiry', ',', 'at', 'an', 'advance', 'of', '9d', '.', 'per', 'qr', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72,"['Flour', 'more', 'saleable', ',', 'and', 'in', 'some', 'instauces', 'rather', 'better', 'prices', 'were', 'made', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73,"['SCOTLAND', '.']","[1, 0]","[1, 0]"
74,"['Extraordinary', 'Lunacy', 'Case', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
75,"['A', 'seven', 'days', 'jury', 'trial', 'was', 'concluded', 'at', 'Edinburgh', 'on', 'Friday', 'laßt', ',', 'in', 'which', 'Mr', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
76,"['Angus', 'Macintosh', ',', 'of', 'Holme', ',', 'a', 'proprietor', 'in', 'Invernessshire', ',', 'in', 'possession', 'of', 'estates', 'yielding', 'him', 'several', 'thousands', 'a', 'year', ',', 'sought', '£5,000', 'damages', 'from', 'Dr', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77,"['John', 'Smith', 'and', 'Dr', '.']","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
78,"['Lowe', ',', 'proprietors', 'of', 'Saughton-Hall', 'Asylum', ',', 'a', 'first-class', 'private', 'institution', 'for', 'the', 'insane', ',', 'on', 'the', 'ground', 'of', 'wrongous', 'and', 'illegal', 'detention', 'there', '.']","[0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
