,words,ner_c,ner_f
10,"['This', 'new', 'influence', 'continued', 'through', 'Stephanus', '(', '1568', ')', ',', 'Canter', '(', '1579', ')', ',', 'Capperonier', 'and', 'Vauvillers', ',', 'and', 'the', 'London', 'editions', ',', 'until', 'Brunck', '(', 'Stras', '-']","[0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 1, 0, 9, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 8]","[0, 0, 0, 0, 0, 7, 0, 11, 0, 0, 7, 0, 11, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 9, 10]"
11,"['I', 'have', 'been', 'extremely', 'sparing', 'in', 'the', 'adoption', 'of', 'conjectures', 'into', 'the', 'text', 'of', 'the', 'plays', ';', 'but', 'in', 'editing', 'the', 'Fragments']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"['I', 'have', 'been', 'less', 'severe', '.']","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,"['Before', 'this', 'course', 'is', 'accused', 'of', 'inconsistency', ',', 'let', 'it', 'be', 'considered', '(', '1', ')', 'that', 'quotations', 'are', 'specially', 'liable', 'to', 'error', ',', '(', '2', ')', 'that', 'the', 'text', 'of', 'Athenaeus', ',', 'and', 'of', 'other', 'writers', 'in', 'whom', 'many', 'of', 'the', 'Fragments', 'are', 'found', ',', 'is', 'acknowledged', 'to', 'be', 'very', 'far', 'from', 'certain', ',', 'and', '(', '3', ')', 'that', 'the', 'evidences', 'of', 'corruption', 'are', 'frequent', 'and', 'indisputable.', 'I', 'have', 'here', 'to', 'repeat', ',', 'with', 'somewhat', 'more', 'of', 'emphasis', 'than', 'in', 'the', 'first', 'edition', 'of', 'Vol', '.', 'I', ',', 'that', 'the', 'signs', 'C2', ',', 'ΓΚ', ',', 'C5', ',', 'etc', '.', ',', 'which', 'are', 'necessarily', 'retained', 'from', 'my', 'first', 'collation', 'of', 'L', ',', 'have', 'merely', 'an', 'approximate', 'value', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,"['That', 'C2', ',', 'and', 'C**', ',', 'the', 'διορθωτής', 'and', 'the', 'Scholiast', 'of', 'L', ',', 'are', 'one', 'and', 'the', 'same', ',', 'was', 'Diibner', '’', 's', 'opinion', ',', 'and', 'is', 'probably', 'correct', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,"['This', 'hand', ',', 'whether', 'in', 'cursive', 'or', 'quasi', '-', 'uncial', 'characters', ',', 'may', 'be', 'distinguished', 'from', 'that', 'of', 'the', 'scribe', 'of', 'the', 'Sophocles', 'by', 'a', 'still', 'greater', 'delicacy', 'of', 'touch', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
16,"['If', 'so', 'much', 'is', 'correct', ',', 'it', 'follows', 'that', 'the', 'marginal', 'Scholia', ',', 'throughout', 'the', 'volume', ',', 'were', 'written', 'after', 'the', 'several', 'parts', 'of', 'which', 'it', 'is', 'composed', 'were', 'brought', 'together', 'into', 'one', ';', 'for', 'C', '?', 'appears', 'on', 'the', 'margin', 'both', 'of', 'the', 'Aeschylus', 'and', 'the', 'Apollonius', ',', 'e', '.', 'g', '.', '—']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
17,"['Aesch', '.', 'Suppl', '.', '518', '(', 'the', 'whole', 'line', 'in', 'marg', '.', ',', 'by', 'C2', ')', '.']","[1, 2, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 17, 18, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18,"['Aesch', '.', 'Suppl', '.', '575', '(', 'κραίνων', 'in', 'marg', '.', 'C2', ')', '.']","[1, 2, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 17, 18, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
19,"['Apollon', '.', 'Rhod', '.', '1', '.', '848', ',', 'τόν', 'pu', 'καλεσσαμένη', 'διεπέφραδεν', 'ὑψιπύλεια', ',', 'add', 'in', 'marg', '.', 'C2']","[1, 2, 2, 2, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 2, 2, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20,"['It', 'would', 'be', 'well', 'if', 'some', 'competent', 'inquirer', 'could', 'ascertain', 'whether', 'the', 'corrections', 'noted', 'as', 'by', 'C8', 'ΟἿ', ',', 'which', 'may', 'be', 'roughly', 'described', 'as', 'hands', 'of', 'the', 'fifteenth', 'century', ',', 'were', 'made', 'before', 'or', 'after', 'the', 'removal', 'of', 'the', 'MS', '.', 'from', 'the', 'East', 'into', 'Italy', '&', '.', '(', 'See', 'Vol', '.', 'I', '.', 'Preface', ',', 'p', '.', 'xli', '.', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0]"
21,"['I', 'may', 'here', 'remedy', 'an', 'omission', 'by', 'mentioning', 'that', 'the', 'bracketed', 'numbers', '[', '81', 'a', ',', 'etc', '.', ']', ',', 'on', 'the', 'margin', 'of', 'this', 'edition', ',', 'denote', 'the', 'pagination', 'of', 'L', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,"['Hector', 'by', 'Achilles', 'before', 'death', ',', 'which', 'Euripides', 'also', 'assumes', ',', 'has', 'in', 'all', 'probability', 'an', 'Epic', 'origin', ""'"", ';', 'but', 'Sophocles', 'is', 'fairly', 'to', 'be', 'credited', 'with', 'making', 'Ajax', 'perform', 'his', 'last', 'act', 'in', 'presence', 'of', 'the', 'Sun', ',', 'and', 'not', ',', 'as', 'Pindar', 'describes', 'it', ',', 'at', 'dead', 'of', 'night', ',', 'or', 'as', 'Arctinus', '(', 'according', 'to', 'the', 'Scholiast', 'on', 'Pind', '.', 'Isthm', '.', '3', '.', '59', ')', ',', 'in', 'the', 'grey', 'dawn', '.']","[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 3, 4, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0]","[19, 0, 19, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 17, 18, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0]"
23,"['It', 'is', 'more', 'important', 'to', 'notice', ',', 'what', 'is', 'evident', 'on', 'the', 'surface', 'of', 'the', 'play', ',', 'that', 'for', 'dramatic', 'purposes', 'the', 'poet', 'sets', 'forth', 'the', 'same', 'action', 'from', 'various', 'points', 'of', 'view', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,"['How', 'far', 'any', 'of', 'these', 'rest', 'upon', 'tradition', ',', 'how', 'far', 'upon', 'invention', ',', 'is', 'again', 'doubtful', ',', 'though', 'we', 'are', 'naturally', 'tempted', 'to', 'assign', 'what', 'is', 'crude', 'to', 'primitive', 'legend', ',', 'and', 'to', 'Sophocles', 'what', 'is', 'noblest', 'and', 'most', 'refined', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
25,"['Thus', 'the', 'incident', 'of', 'Ajax', '’', 'slaughter', 'of', 'the', 'cattle', 'could', 'not', 'have', 'been', 'referred', 'to', 'the', 'invention', 'of', 'Sophocles', ',', 'even', 'if', 'we', 'had', 'not', 'been', 'told', 'that', 'it', 'was', 'included', 'in', 'the', 'Little', 'Iliad', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]","[0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 0]"
26,"['1', '.', 'The', 'interposition', 'of', 'Athena', 'supplies', 'the', 'mainspring', 'of', 'the', 'story', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]"
27,"['Her', 'appearance', 'in', 'the', 'opening', 'scene', 'produces', 'a', 'deep', 'impression', ',', 'which', 'remains', 'with', 'the', 'spectator', 'to', 'the', 'end', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,"['Although', 'dimly', 'visible', ',', 'and', 'not', 'blazoned', 'to', 'the', 'view', ',', 'as', 'she', 'would', 'have', 'been', 'in', 'an', 'Aeschylean', 'drama', ',', 'her', 'voice', 'must', 'have', 'thrilled', 'the', 'vast', 'audience', 'with', 'a', 'no', 'less', 'overpowering', 'awe', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,"['In', 'the', 'course', 'of', 'the', 'drama', 'her', 'action', 'is', 'differently', 'regarded', 'by', 'different', 'persons', '.', '*']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"['a', '.', 'She', 'comes', 'at', 'the', 'height', 'of', 'that', 'which', 'mortals', 'deem', 'her', 'wrath', ':', '—', 'but', 'what', 'calmness', ',', 'what', 'sublime', 'self', '-', 'possession', ',', 'breathes', 'in', 'every', 'word!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
31,"['We', 'see', 'that', 'she', 'has', 'done', 'nothing', 'but', 'in', 'care', 'for', 'the', 'army', 'and', 'for', 'Odysseus', ',', 'whose', 'wisdom', ',', 'inspired', 'by', 'her', ',', 'preserves', 'the', 'army', ',']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,"['In', 'maddening', 'Ajax', ',', 'she', 'has', 'saved', 'the', 'generals', ',', 'from', 'whom', 'she', 'has', 'brushed', 'away', 'the', 'impending', 'danger', ',', '‘as', 'a', 'mother', 'flicks', 'a', 'fly', 'from', 'her', 'sleeping', 'child', ',', '’', 'and', 'in', 'the', 'defeat', 'which', 'caused', 'his', 'rage', 'and', 'made', 'her', 'interference', 'necessary', ',', 'he', 'suffered', 'the', 'inevitable', 'consequence', 'of', 'his', 'overweening', 'pride', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33,"['Her', 'face', 'is', 'still', 'against', 'him', '—', 'that', 'the', 'spectator', 'sees', '—', 'and', 'her', 'divine', 'irony', 'is', 'terrible', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34,"['The', 'gods', 'know', 'no', 'half', '-', 'measures', ';', 'they', 'are', 'as', 'inexorable', '‘as', 'a', 'law', 'of', 'Nature!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35,"['But', 'we', 'are', 'made', 'to', 'feel', 'that', 'without', 'this', 'act', 'of', 'her', 'displeasure', 'the', 'host', 'must', 'have', 'perished', ',', 'and', 'the', 'severe', 'warning', 'to', 'Odysseus', 'with', 'which', 'she', 'withdraws', 'to', 'the', 'unseen', 'Olympus', ',', 'justifies', 'her', 'in', 'the', 'mind', 'of', 'the', 'spectator', 'of', 'all', 'suspicion', 'of', 'vindictiveness', 'and', 'party', 'spirit', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36,"['She', 'herself', 'draws', 'from', 'Odysseus', 'the', 'admission', 'that', 'Ajax', ',', 'when', 'in', 'his', 'right', 'mind', ',', 'was', 'distinguished', 'both', 'for', 'bravery', 'and', 'foresight', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 19, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
37,"['ὦ', '.', 'Not', 'so', 'does', 'Tecmessa', 'in', 'her', 'bitter', 'grief', 'read', 'the', 'lesson', 'of', 'the', 'situation', '.', '—']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
