,words,ner_c,ner_f
10,"['Arvellaan', 'sen', 'vuoksi', ',', 'että', 'hra', 'Maklakov', 'jää', 'vielä', 'muutamiksi', 'kuu', '-', 'kausiksi', 'paikoilleen', 'pidentääkseen', 'ministeriuraansa', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,"['*', 'Jos', 'nämä', 'huhut', 'toteutuvat', ',', 'mer', '-', 'kitsee', 'tämä', 'pääministerivaihdos', 'ää', '-', 'rimmäisten', 'taantumuksellisten', 'uut', '-', 'ta', 'voittoa', '.', 'Sillä', 'joka', 'kerta', 'kun', 'taan', '-', 'tumuksellisten', 'painostuksesta', 'vähän', '-', 'kin', 'edistysmielisemmän', 'pääministe', '-', 'rin', 'erosta', 'on', 'tullut', 'kysymys', ',', 'on', 'yh', '-', 'tenä', 'seuraajana', 'aina', 'mainittu', 'maan', '-', 'viljelysministeri', 'Krivoshein', '.', 'Ehkä', 'nyt', 'vihdoinkin', 'nuo', 'piirit', 'saavat', 'tä', '-', 'män', 'ehdokkaansa', 'läpi', '.', 'Hra', 'Krivo', '-', 'shein', 'on', 'tunnettu', 'äärimmäisen', 'taan', '-', 'tumuksen', 'mies', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"['Paino', '-', 'olot', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
13,"['Miten', 'sanomalehtiä', 'kuristetaan', '.']","[0, 0, 0, 0]","[0, 0, 0, 0]"
14,"['Venäjän', 'lainsäädäntölaitosten', 'tule', '-', '»', 'Olemme', 'tarkastaneet', 'ne', 'johtavat', 'kirjoitukset', 'ja', 'uutiset', ',', 'joiden', 'takia', 'Tallinnan', 'lehdille', 'on', 'määrätty', 'mai', '-', 'nitut', 'sakot', ',', 'emmekä', 'ole', 'parhaalla', 'tahdollammekaan', 'voineet', 'löytää', 'niis', '-', 'tä', 'mitään', 'hallitusvastaista', 'eikä', 'yh', '-', 'teiskunnallista', 'rauhaa', 'järkyttävää', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,"['Kuten', 'kuulemme', ',', 'ovatkin', 'nuo', 'ran', '-', 'gaistukset', 'tulleet', 'Tallinnan', 'lehdille', 'ja', 'lukijoille', 'aivan', 'odottamatta', ',', 'sem', '-', 'minkin', 'koskei', 'mainitut', 'kirjoitukset', 'painoasiain', 'inspehtorinkaan', 'mielestä', 'ole', 'olleet', 'sitä', 'laatua', ',', 'että', 'niiden', 'ta', '-', 'kia', 'lehtien', 'numeroita', 'olisi', 'tarvittu', 'ottaa', 'takavarikkoon', 'tai', 'nostaa', 'oikeu', '-', 'dessa', 'kannetta', '.', 'Täten', 'ei', 'Tallinnan', 'kuvernöörillä', 'ole', 'ollut', 'syyn', 'varjoa', '-', 'kaan', 'sakkojen', 'määräämiseen', ',', 'ja', 'kun', 'ci', 'asiallista', 'syytä', 'eikä', 'tarvetta', 'sii', '-', 'hen', 'ole', ',', 'silloin', 'on', 'hallituksen', 'edusta', '-', 'jalta', 'oikeus', 'odottaa', ',', 'ettei', 'hän', 'käytä', 'rangaistusta', 'mielivaltaisesti', '.', 'Jos', 'Tal', '-', 'linnan', 'kuvernöörillä', 'sittenkin', 'olisi', 'ollut', 'yhtä', 'tai', 'toista', 'muistuttamista', 'näiden', 'kirjoitusten', 'laillisuuteen', 'kat', '-', 'soen', ',', 'olisi', 'hän', 'voinut', 'jättää', 'asian', 'oikeuden', 'haltuun', '.', 'Jos', 'oikeus', 'olisi', 'löytänyt', 'niistä', 'jotakin', 'laitonta', ',', 'sil', '-', 'loin', 'olisivat', 'lehtien', 'lukijat', 'saaneet', 'tietää', ',', 'mistä', 'syystä', 'rangaistaan', '.', 'Nyt', 'sataa', 'lehtien', 'niskoille', 'raskaita', 'ran', '-', 'gaistuksia', 'ilman', 'että', 'kukaan', 'tietää', 'mistä', 'syystä', '.', 'Tämä', 'ei', 'lujita', 'ihmis', '-', 'ten', 'mielissä', 'laillisuuden', 'tunnetta', ',', 'vaan', 'saattaa', 'heidät', 'siihen', 'luuloon', ',', 'että', 'haliituksen', 'edustajat', 'käyttävät', 'valtaansa', 'miten', 'heidän', 'mielensä', 'te', '-', 'kee', '.', 'Tämä', 'ei', 'sovi', 'yhteen', 'oikeusval', '-', 'tion', 'periaatteen', 'kanssa', '.', 'Hallitus', 'on', 'laatinut', 'painolakiehdotuksen', ',', 'jonka', 'mukaan', 'painojutut', 'ovat', 'ratkaistavat', 'tuomioistuimissa', '.', 'Tämän', 'pitäisi', 'Tal', '-', 'iinnan', 'kuvernöörinkin', 'tietää', '.', 'Miksi', 'toimii', 'hän', 'siis', 'tätä', 'periaatetta', 'vas', '-', 'taan', '?', '»', '»', 'Postimees', '»', 'toivoo', 'lopuksi', ',', 'että', 'Tallinnan', 'lehdet', 'hakisivat', 'oikeutta', 'senaatilta', 'ja', 'ministeriöltä', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]"
16,"['sjanko', 'duuman', 'seppeleen', 'sekä', 'venä', '-', 'läisten', 'natsionalistien', 'seppeleen', 'Balshov', ',', 'joka', 'pitkässä', 'puheessa', 'ylis', '-', 'ti', 'Stolypinin', 'elämäntyötä', 'ainoana', 'laatuaan', 'Venäjän', 'aikakirjoissa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0]"
17,"['Kijevistä', ',', 'syysk', '.', '19', 'p', '.', 'Kun', 'lu', '-', 'kuisat', 'lähetystöt', 'olivat', 'laskeneet', 'sep', '-', 'peleitä', 'Stolypinin', 'muistomerkin', 'ja', '-', 'lustalle', ',', 'kulki', 'sen', 'sivu', 'kunniaa', 'teh', '-', 'den', 'kaksi', 'eskadroonaa', 'santarmeja', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18,"['Muistomerkki', 'on', 'graniittijalustalla', 'o', '-', 'leva', 'Stolypinia', 'tavallisessa', 'koossa', 'e', '-', 'sittävä', 'patsas', '.', 'Stolypin', 'on', 'pää', 'pal', '-', 'jaana', 'ja', 'pitkässä', 'takissa', '.', 'Jalustan', 'si', '-', 'vuja', 'koristavat', 'allegoriset', 'kuvat', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,"['Venäjän', 'suurempi', 'laivan', '-', 'rakennusohjelma', '.', 'V', '.', '1915', 'on', 'Englannin', 'dread', '-', 'noughtien', 'lukumäärä', 'kohonnut', '43:een', ',', 'Saksan', '25', '—', '27:ään', '.', 'Itävalta', '-', 'Unkaril', '-', 'la', 'on', 'pian', '7', ',', 'Italialla', '12', 'dread', '-', 'noughtia', '.', 'Ranska', 'on', 'myöhästynyt', 'laivainrakennuksessa', 'eikä', 'voi', 'olla', 'kolmisopimuksen', 'vahtina', 'Välimerellä', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]"
20,"['Englannin', 'on', 'lähetettävä', 'Välimerelle', 'Itävaltaa', 'ja', 'Italiaa', 'vastaan', 'ainakin', '19', 'dreadnoughtia', ',', 'enemmänkin', ',', 'jos', 'tahtoo', 'saavuttaa', 'ylivoiman', '.', 'Silloin', 'ei', 'sille', 'jää', 'tarpeellista', 'määrää', 'laivoja', 'Saksaa', 'vastaan', '.', 'Englannissa', 'ollaan', 'sillä', 'kannalla', ',', 'että', '60', 'prosentin', 'yli', '-', 'voima', 'vasta', 'voi', 'taata', 'Englannin', 'pää', '-', 'kaupungin', 'turvallisuuden', '.', 'Nämä', 'syyt', 'on', 'otettu', 'huomioon', 'Venäjän', 'kanssa', 'sopimusta', 'tehtäessä', '.', 'Venäjän', '11', 'ra', '-', 'kenteilla', 'olevaa', 'dreadnoughtia', 'ovat', 'Asekuljetusta', 'Moskovaan', '.', 'Kijevissä', 'on', 'santarmi', 'rautatien', 'asemalla', 'pidättänyt', 'Berditshevista', 'kotoisin', 'olevan', 'juutalaisen', 'Wider', '-', 'schainin', ',', 'joka', 'oli', 'lähettänyt', 'Jarosla', '-', 'viin', 'ja', 'Moskovaan', 'muutamia', 'laatikol', '-', 'lisia', 'kiväärien', 'osia', '.', 'Juutalaiselta', 'löy', '-', 'dettiin', 'rahtikirja', ',', 'jonka', 'mukaan', 'hän', 'heinäkuussa', 'oli', 'Bjelaja', 'Tserkoviin', 'lähettänyt', 'kivääritarpeita', '41', 'tuhan', '-', 'nesta', 'ruplasta', '.', 'Juutalainen', 'ilmoitti', 'kaikki', 'nämä', 'setänsä', 'Pritzkerin', 'o', '-', 'maksi', '.', 'Kotitarkastuksessa', 'Pritzkerin', 'luona', 'löydettiin', 'kellarista', '400', 'puutaa', 'kiväärien', 'osia', '.', 'Pritzker', 'ilmoitti', 'os', '-', 'taneensa', 'ne', 'huutokaupassa', 'sotilas', '-', 'viranomaisilta', '.']","[5, 0, 0, 5, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 5, 6, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 5, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 5, 6, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21,"['—', 'Meriministerin', 'matka', '.', 'Djenin', 'tietojen', 'mukaan', 'matkustaa', 'merimi', '-', 'nisteri', 'Grigorovitsh', 'heti', 'Kiovan', 'juh', '-', 'lallisuuksien', 'jälkeen', 'Danzigiin', ',', 'missä', 'asetetaan', 'rakenteelle', 'Venäjää', 'varten', 'rakennettavaa', 'nopeakulkuista', 'koulu', '-', 'risteilijää', '.', 'Danzigista', 'matkustaa', 'mi', '-', 'nisteri', 'luultavasti', 'Berliniin', ',', 'mistä', 'hän', 'palaa', 'Pietariin', '.']","[0, 0, 0, 0, 7, 0, 0, 0, 1, 2, 2, 2, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0]","[0, 0, 0, 0, 7, 0, 0, 0, 1, 2, 2, 2, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0]"
22,"['—', 'Kotitarkastuksia', 'ja', 'vangiksemi', '-', 'sia', '.', 'Birsh', '.', 'Vjedomostin', 'Harkovista', 'saamien', 'tietojen', 'mukaan', 'toimittivat', 't', '.', 'k', '.', '18', 'p:nä', 'siellä', 'vahvistetut', 'san', '-', 'tarmijoukot', 'ja', 'kaupungin', 'poliisi', 'koti', '-', 'tarkastuksen', 'pohjois', '-', 'donilaisessa', 'rautatiehallituksessa', '.', 'Samoin', 'toimi', '-', 'tettiin', 'kaupungissa', 'paljon', 'kotitarkas', '-', 'tuksia', 'pääasiallisesti', 'rautatieläisten', 'asunnoissa', '.', 'Useita', 'henkilöitä', 'en', 'van', '-', 'gittu', '.', 'Samoin', 'matkusti', 'mainittuna', 'päivänä', 'joukko', 'santarmeja', 'ja', 'kihla', '-', 'kunnan', 'poliiseja', 'eteläiselle', 'huvila', '-', 'alueelle', 'toimittaen', 'siellä', 'kotitarkas', '-', 'tuksia', 'paikallisten', 'asukkaiden', 'kes', '-', 'kuudessa', '.', 'Erästä', 'kimnaasia', 'rakenta', '-', 'vat', 'työmiehet', 'tarkastettiin', 'kaikki', '.']","[0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,"['Luotettavista', 'lähteistä', 'ilmoitetaan', ',', 'että', 'nämä', 'kotitarkastamiset', 'ja', 'van', '-', 'gitsemiset', 'ovat', 'yhteydessä', 'polii', '-', 'sidepartementin', 'ilmisaaman', 'suu', '-', 'ren', 'terroristisen', 'suunni', '-', 'telman', 'kanssa', '.', 'Rautatien', 'etelä', '-', 'osan', 'henkilökunnan', 'keskuudessa', 'et', '-', 'sitään', 'sosiali', '-', 'vallankuinoukseilista', 'järjestöä', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
