,words,ner_c,ner_f
10,"['—', 'Mavtdarv', 'νότοις', 'ἀόρεπά', 'ἀς', 'φοιτῶντα', '.']","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11,"['60', '.', '""Mlrpuvoy', '…', 'xax&', ',', 'j', ""'"", 'aiguillonnais', '(', 'comme', 'avec', 'l', '’', 'épieu', ')', ',', 'je', 'poussais', 'dans', 'les', 'rets', 'funestes', ',', 'c', ""'"", 'est', '-', 'à', '-', 'dire', 'à', 'sa', 'perte', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,"['(', 'Mé', '-', 'taphore', 'empruntée', 'à', 'la', 'chasse', ',', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,"['Eschyle', ',', 'Perses', ',', '981', 'Ilapæyer', 'Bportèv', 'el', '&pxû', '-', 'στατα', '(', 'ἀπάτα', 'θεῶν', ')', '.']","[1, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 17, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,"['428', '.', 'Συγκατέζευχται', '.', 'Οἵ', '.', 'Euripide', ',', 'Andromaque', ',', '98', ':', 'Στερρὸν', 'δαίμον᾽', 'ᾧ', 'συνεLuynvs', 'Hélène', ',', '256', ':', 'tivs', 'TÔTUE', 'GUVECuynv;', 'Hippolyte', ',', '1389', ':', 'οἵᾳ', 'συμφορᾷ', 'auvetüyme', '.', '[', 'Schneidewin', '.', ']']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 5, 0, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 17, 0, 5, 0, 0, 0, 0, 0, 17, 0, 5, 0, 0, 0, 0, 17, 0, 5, 0, 0, 0, 0, 0, 0, 7, 0, 0]"
15,"['Dans', 'tous', 'ces', 'passages', 'le', 'malbeur', 'est', '-', 'il', 'assimilé', 'à', 'un', 'char', 'traîné', 'par', 'le', 'malheureux', '?', 'οὐ', 'ἃ', 'un', 'joug', 'porté', 'par', 'lui', '?', 'ou', 'à', 'une', 'bête', 'de', 'sommc', 'attelée', 'avec', 'lui', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16,"['Ni', 'le', 'Scholiaste', ',', 'ni', 'les', 'commentateurs', ',', 'ni', 'Ellendt', ',', 'duns', 'son', 'Lexique,', 'n', '’', 'essayent', 'de', 'rendre', 'un', 'compte', 'exact', 'de', 'cette', 'image', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
17,"['Le', 'dernier', 'des', 'sens', 'que', 'nous', 'indiquons', 'paralt', 'être', 'le', 'moins', 'satisfaisant', 'en', 'lui', '-', 'même', ':', 'cependant', 'il', 'est', 'lc', 'plus', 'conforme', 'de', 'tous', 'aux', 'usages', 'de', 'la', 'langue', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18,"['D', ""'"", 'ailleurs', ',', 'un', 'certain', 'nombre', 'd', '’', 'd’expressions', 'métaphoriques', 'avaient', 'déjà', 'perdu', 'leur', 'force', 'originelle', 'au', 'temps', 'de', 'Sophocle', ',', 'comme', 'le', 'prouve', ',', 'par', 'exemple', ',', 'l', '’', 'l’expression', 'προσχείμενος', ',', 'employée', 'dans', 'Électre', ',', '722', ',', 'en', 'parlant', 'd', '’', 'un', 'cheval', 'qui', 'court', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,"['Peut', '-', 'être', 'donc', 'faut', '-', 'il', 'se', 'contenter', ',', 'en', 'ce', 'qui', 'regarde', 'avyxatéleuxtai', ',', 'de', 'la', 'traduction', 'vague', 'devinctus', 'est', ',', 'qui', 'est', 'celle', 'd', '’', 'Ellendt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]"
20,"['494', '.', 'Τὸ', 'τούτου', ',', 'δΒοη', 'ἀσειίη', '.', '-', '-', '-', 'Οὐδὲν', '.', '.', '.', 'p@ldoy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21,"['En', 'français', ',', 'nous', 'dirions', ':', 'Autant', 'mon', 'destin', 'que', 'le', 'sien', '.', 'La', 'locution', 'latine', 'non', 'magis', 'ἃ', 'souvent', 'cette', 'acception', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,"['146', ',', '“', 'Op', '.', '.', '.', '.', 'bvras', ',', 'video', '.', '…', '.', 'esse', '.', 'Voy', '.', 'Matthiæ', ',', 'page', '4136', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 6, 0]"
23,"['426', ',', 'Εἰδωλ᾽', '.', 'Cf', '.', 'OEdip', '.', 'Colon', ',', '409', ':', '᾿Ἀννδρὸς', 'Οἱδίπον', 'τόδ᾽', 'ἄθλιον', 'ἢ', 'εἴδωλον', '.']","[0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 17, 18, 18, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
24,"['—', 'Κούφην', ',', 'légère', ',', 'c', '’', 'est', '-', 'à', '-', 'dire', 'vide', ',', 'vaine', ',', 'Philoctète', '(', 'v', '.', '946', ')', 's', '’', 'appelle', 'lui', '-', 'ταόπια', 'χαπνοῦ', 'σκιὰν', ',', 'εἴδωλον', 'ἄλλως', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25,"['Stobée', 'attribue', 'à', 'Sophocle', 'la', 'maxime', 'suiναηῖο:', 'Ὡς', 'οὐδέν', 'ἐσμεν', 'πλὴν', 'σχιαῖς', 'doutéeτες', 'ἢ', 'βάρος', 'περισσὸν', 'γῆς', 'ἀναστρωφώμενοι', '(', 'Florilegium', ',', 'XCVIII', ',', '4', ')', ',', 'et', 'cette', 'autre', ':', '᾿Ανθρωπός', 'ἐστι', 'πνεῦμα', 'χαὶ', 'σχιὰ', 'μόνον', '(', 'ἐδ', '.', '48', ')', ',', 'avec', 'l', '’', 'indication', 'Eopoxdn', ';', 'Alavti', '(', 'Ajax', 'le', 'Locrien', ',', 'selon', 'Lobeck', ')', '.', 'Cf', '.', 'Pindare,', 'Pythiques', ',', 'VITI', ',', '486', ':', 'Σχιᾶς', 'ὄναρ', 'ἄνθρωπος', '.']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 1, 3, 0, 5, 6, 6, 0, 0, 0, 0, 0]","[15, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 20, 20, 0, 0, 1, 0, 0, 0, 0, 1, 17, 0, 5, 6, 6, 0, 0, 0, 0, 0]"
26,"['4718', '.', 'Αὐτός', ',', 'toi', '-', 'même', '(', 'à', 'la', 'différence', 'd', ""'"", 'Ajax', ')', '.', 'Voir', 'plus', 'bas', ',', 'aux', 'vers', '767', 'εἰ', 'suivants', ',', 'le', 'blasphème', 'd', '’', 'Ajax', ',', 'représenté', 'ici', 'comme', 'une', 'des', 'causes', 'de', 'son', 'infortune', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27,"['449', ',', 'Ἄρη', '.', 'Voyez', 'plus', 'haut', 'les', 'notes', 'sur', 'le', 'vers', '75', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,"['423ι', '.', 'Κλίνει', 'τε', 'χἀνάγει', 'πάλιν', ',', 'fait', 'pencher', 'et', 'relève', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,"['134', '-', '135', '.', 'Bi0poy', ',', 'Omnis', 'locus', 'quo', 'quie']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"['444', ',', 'ἹἹππομανῇ', ',', 'ἐφεὶς', 'bacchatum', '.']","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
31,"['150', '-', '154', '.', 'Περὶ', '.', '.', '.', '.', 'λέγει', '.', '«', 'Car', ',', 'aujourd’bui', 'qu', '’', 'il', 'parle', 'de', 'toi', ',', 'il', 'tient', '(', 'lui', ',', 'dont', 'on', 'connaît', 'la', 'duplicité', ')', 'des', 'discours', 'dignes', 'de', 'créance', '(', 'à', 'en', 'juger', 'par', 'la', 'façon', 'dont', 'ils', 'sont', 'accueillis', ')', '.', '»']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,"['Les', 'vers', 'suivants', 'éclaircissent', 'la', 'signification', 'ironique', 'de', 'ces', 'paroles.', '152', '.', 'Toù', 'défavtos', ',', 'que', 'celni', 'qui', 'lui', 'ἃ', 'répété', 'le', 'propos', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33,"['403', '-', '163', ',', 'Ποίζηες', ':', 'μᾶλλον', 'τοῦ', 'λέξανtoc.', 'Les', 'expressions', 'τοῖς', 'σοῖς', 'ἄχεσι', 'εἰ', 'xabv6pilwv', ',', 'iadépendantes', 'l', '’', 'une', 'de', 'l', '’', 'autre', 'au', 'point', 'de', 'vue', 'de', 'la', 'syntaxe', ',', 'se', 'complètent', 'motuellement', 'quant', 'au', 'sens', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34,"['Xaipet', 'τῶν', 'σῶν', 'ἀγέων', 'χαθνδρίζων', ',', 'τροἱπο', 'ροέ', '-', 'tique', 'et', 'surtout', 'moins', 'harmonieux', ',', 'signifierait', 'à', 'peu', 'près', 'la', 'même', 'chose', 'que', 'yaipet', 'xabv6pilæov', ',', 'il', 'prend', 'plaisir', 'à', 'insulter', ';', 'joint', 'à', 'yaiper', 'toïs', 'aoïs', '&xeciw', ',', 'il', 'se', 'réjouit', 'de', 'tes', 'maux', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35,"['[', 'Cf', '.', 'Platon', ',', 'Apol', '.', ',', 'p', '.', '33', 'C', ':', 'Ἀχούοντες', 'χαίρονσιν', 'ἐξεταζο»', 'μένοις', 'τοῖς', 'οἷομένοις', 'μὲν', 'εἶναι', 'σοφοῖς', ',', 'οὖσι', 'δ᾽', 'où', '.', ']']","[0, 0, 0, 1, 0, 3, 4, 0, 5, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 17, 18, 0, 5, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36,"['Le', 'poëte', 'veut', 'exprimer', 'cette', 'idée', 'que', 'personne', 'ne', 'répète', 'les', 'accusations', 'répandues', 'contre', 'Ajax', ',', 'sans', 'y', 'ajouter', 'quelque', 'chose', ',']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]"
37,"['156', '.', '“', 'Îeiç', 'équivaut', 'à', 'tolevev', '.', 'Homère', 'construit', 'ainsi', 'avec', 'le', 'μέηϊι', 'τοξεύειν', ',', 'ἀκοντίζειν', ',', 'τιτύσχεσθαι', '.', '[', 'Schneidewin', '.', ']', 'Cf', '.', 'Matthiæ', ',', 'p', '.', '684', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 5, 6, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 5, 6, 6, 0]"
38,"['466', '.', 'Οὐχ', '&v', '&udprois', '.', 'Scholiaste', ':', 'T', ""'"", ""T'poπιχῶς,"", 'ὡς', 'ἐπὶ', 'τῶν', 'τοξενόντων', 'κατὰ', 'με', '-', 'γάλον', 'σώματος', ',', 'οἵ', 'οὐχ', 'ἁμαρτάνουσιν', '.', '-', '-', '-', 'Κατὰ', 'δ᾽', 'ἄν', 'T1', ';', 'époy', '.', 'Scholiaste', ':', 'Toù', '87μοτιχοῦ', 'χαὶ', 'εὐτελοῦς', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
