,words,ner_c,ner_f
10,"['The', 'three', 'blade', 'tips', 'are', 'working', 'by', 'an', 'independent', 'hydraulic-system', '.']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
11,"['The', 'hydraulic-pressure', 'is', 'required', 'to', 'keep', 'the', 'tips', 'in', 'the', 'operational', 'position', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']"
12,"['1.3', 'Gearbox', 'The', 'gearbox', 'is', 'a', 'planetary', '/', 'spur', 'gear', 'system', 'and', 'meets', 'all', 'requirements', 'of', 'the', 'Germanischer', 'Lloyd', 'classification', 'society', '.']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n']"
13,"['These', 'components', 'are', 'designed', 'and', 'constructed', 'by', 'an', 'experienced', 'transmission', 'manufacturer', 'in', 'accordance', 'with', 'REpower', 'specifications', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n']"
14,"['The', 'ratio', 'is', 'about', '72', '.']","['n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n']"
15,"['Wind', 'turbines', 'made', 'by', 'REpower', 'Systems', 'AG', 'are', 'distinguished', 'by', 'their', 'particularly', 'quiet', 'running', '.']","['B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['B-T', 'T', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
16,"['Vibration', 'dampers', 'specially', 'developed', 'by', 'us', 'are', 'used', 'for', 'the', 'decoupling', 'of', 'structureborne', 'noise', '.']","['B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
17,"['These', 'guarantee', 'maximum', 'attenuation', 'between', 'gearbox', 'and', 'machine', 'bed', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n']"
18,"['Doc.-No.', ':']","['n', 'n']","['n', 'n']"
19,"['D-80.1-GP.SD.03-A-A-GB', '2002-09-10', 'page', '3', '/', '9', 'Technical', 'Description', 'REpower', '48', '/', '600', '1.4', 'Brake', 'System', 'The', 'blade', 'tip', 'adjustment', 'works', 'independently', 'in', 'each', 'individual', 'blade', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n']"
20,"['If', 'one', 'system', 'fails', ',', 'the', 'aerodynamic', 'brakes', 'in', 'the', 'other', 'two', 'blades', 'continue', 'to', 'be', 'active', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n']"
21,"['Even', 'at', 'maximum', 'output', ',', 'extending', 'and', 'twisting', 'just', 'one', 'blade', 'tip', 'is', 'sufficient', 'to', 'bring', 'the', 'plant', 'into', 'the', 'safe', 'rotational', 'speed', 'range', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n']"
22,"['In', 'addition', ',', 'there', 'is', 'a', 'mechanical', 'disk', 'brake', 'on', 'the', 'fast', 'shaft', 'between', 'drive', 'train', 'and', 'generator', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'B-T', 'n']"
23,"['The', 'two', 'braking', 'systems', ',', 'the', 'aerodynamic', 'and', 'mechanical', 'disk', 'brake', ',', 'work', 'independently', 'of', 'each', 'other', '.']","['n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
24,"['In', 'order', 'to', 'guarantee', 'safe', 'braking', 'even', 'in', 'the', 'event', 'of', 'failure', 'of', 'individual', 'components', '(', 'the', 'hydraulics', ',', 'for', 'example', ')', 'or', 'a', 'mains', 'failure', ',', 'the', 'braking', 'systems', 'are', 'configured', 'to', 'be', 'fail-safe', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n']"
25,"['Besides', 'this', ',', 'an', 'independent', 'power', 'supply', 'is', 'provided', 'for', 'the', 'controller', 'that', 'guarantees', 'safe', 'braking', 'of', 'the', 'wind', 'turbine', 'in', 'the', 'event', 'of', 'a', 'voltage', 'or', 'grid', 'failure', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n']"
26,"['1.5', 'Generator', 'The', 'generator', 'is', 'a', 'two-stage', ',', 'pole-changeable', 'asynchronous', 'machine', '.']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n']"
27,"['Depending', 'on', 'wind', 'speed', ',', 'the', 'first', 'stage', 'supplies', 'up', 'to', '160', 'kW', 'and', 'the', 'second', 'up', 'to', '600', 'kW', '.', 'The', 'generator', 'is', 'of', 'protection', 'class', 'IP', '54', '.']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n']"
28,"['Cooling', 'is', 'effected', 'by', 'forced-air', 'ventilation', '.']","['n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
29,"['Temperature', 'sensors', 'are', 'installed', 'both', 'on', 'the', 'bearings', 'and', 'in', 'the', 'windings', 'for', 'monitoring', 'the', 'machine', 'temperature', '.']","['B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n']","['B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n']"
30,"['Various', 'covers', ',', 'e.g.', 'on', 'the', 'fast', 'shaft', ',', 'make', 'it', 'impossible', 'to', 'come', 'into', 'contact', 'with', 'moving', 'parts', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
31,"['The', 'housing', 'of', 'the', 'generator', 'is', 'earthed', 'in', 'order', 'to', 'provide', 'equipotential', 'bonding', '.']","['n', 'B-T', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'B-T', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
32,"['The', 'generator', 'is', 'elastically', 'supported', 'on', 'the', 'machine', 'bed', 'by', 'noise', 'and', 'vibration-decoupling', 'elements', ',', 'for', 'the', 'sake', 'of', 'improved', 'noise', 'insulation', 'and', 'decoupling', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n']"
33,"['1.6', 'Yaw', 'System', 'The', 'nacelle', 'is', 'connected', 'to', 'the', 'tower', 'by', 'means', 'of', 'a', 'four-point', 'bearing', '.']","['n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
34,"['Yawing', 'of', 'the', 'nacelle', 'is', 'achieved', 'by', 'means', 'of', 'two', 'electrical', 'servo', 'drives', '.']","['B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']","['B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']"
35,"['Hydraulic', 'brakes', 'serve', 'to', 'secure', 'the', 'nacelle', '.']","['B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n']","['B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n']"
36,"['In', 'the', 'case', 'of', 'grid', 'failure', 'the', 'brakes', 'are', 'active', '.']","['n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n']"
37,"['An', 'electronic', 'wind-direction', 'sensor', 'system', 'with', 'the', 'corresponding', 'software', 'controls', 'the', 'switch-on', 'times', 'and', 'the', 'direction', 'of', 'rotation', 'of', 'the', 'motors', '.']","['n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n']","['n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n']"
38,"['It', 'also', 'operates', 'the', 'automatic', 'cable', 'untwisting', 'when', 'under', 'varying', 'wind', 'direction', 'the', 'plant', 'has', 'turned', 'repeatedly', 'in', 'one', 'direction', '.']","['n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
39,"['Doc.-No.', ':']","['n', 'n']","['n', 'n']"
40,"['D-80.1-GP.SD.03-A-A-GB', '2002-09-10', 'page', '4', '/', '9', 'Technical', 'Description', 'REpower', '48', '/', '600', '1.7', 'Nacelle', 'The', 'nacelle', 'is', 'fitted', 'with', 'a', 'sound-proofed', 'GRP', 'covering', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n']"
41,"['In', 'order', 'to', 'provide', 'optimal', 'conditions', 'for', 'servicing', 'and', 'maintenance', ',', 'the', 'nacelle', 'is', 'of', 'sufficiently', 'large', 'dimension', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n']"
42,"['Maintenance', 'work', 'can', 'be', 'done', 'even', 'in', 'poor', 'weather', 'without', 'opening', 'the', 'nacelle', 'covering', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
43,"['Access', 'from', 'the', 'tower', 'into', 'the', 'nacelle', 'is', 'gained', 'via', 'a', 'hatch', 'in', 'the', 'basic', 'frame', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
44,"['There', 'is', 'additionally', 'a', 'maintenance', 'platform', 'for', 'accessing', 'the', 'components', 'underneath', 'the', 'basic', 'frame', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
45,"['All', 'components', ',', 'as', 'for', 'example', 'the', 'azimuth', 'system', 'and', 'the', 'hydraulics', ',', 'can', 'be', 'operated', 'via', 'the', 'control', 'panels', 'of', 'the', 'nacelle', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n']"
46,"['For', 'safety', 'there', 'is', 'an', '&quot;', 'emergency', 'button', '&quot;', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
47,"['1.8', 'Tower', 'The', 'tower', 'is', 'made', 'from', 'steel', 'piping', 'and', 'consists', 'of', 'three', 'segments', ',', 'regardless', 'of', 'the', 'hub', 'height', '.']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n']","['n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n']"
48,"['In', 'accordance', 'with', 'regulations', 'there', 'are', 'various', 'assembly', 'platforms', 'in', 'the', 'tower', 'as', 'well', 'as', 'additional', 'landings', 'incorporated', 'into', 'the', 'ladder', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
49,"['An', 'internal', 'ladder', 'makes', 'it', 'possible', 'to', 'ascend', 'regardless', 'of', 'the', 'weather', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
