,words,ner_c,ner_f
10,"['The', 'Commission', 'represented', 'the', 'European', 'Community', '&apos;s', 'interests', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
11,"['The', 'Commission', 'considers', 'that', 'the', 'objectives', 'set', 'by', 'the', 'Council', 'in', 'its', 'negotiating', 'directives', 'have', 'been', 'attained', '.']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']","['n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
12,"['The', 'Convention', 'provides', 'for', 'a', 'high', 'standard', 'of', 'preventive', 'and', 'technical', 'assistance', 'measures', 'in', 'matters', 'within', 'the', 'Community', '&apos;s', 'powers', ',', 'in', 'particular', 'with', 'regard', 'to', 'the', 'internal', 'market', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
13,"['This', 'includes', 'measures', 'to', 'prevent', 'and', 'to', 'combat', 'money', 'laundering', ',', 'as', 'well', 'as', 'standards', 'on', 'accounting', 'in', 'the', 'private', 'sector', 'and', 'on', 'transparency', 'and', 'equal', 'access', 'of', 'all', 'candidates', 'for', 'public', 'works', 'supply', 'and', 'service', 'contracts', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n']"
14,"['As', 'the', 'Member', 'States', 'stated', 'that', 'they', 'would', 'sign', 'the', 'Convention', 'as', 'soon', 'as', 'it', 'was', 'opened', 'for', 'signing', 'in', 'Merida', ',', 'Mexico', '(', 'Spain', 'alone', 'of', 'the', 'EU15', 'not', 'having', 'done', 'so', ')', ',', 'the', 'Commission', 'asserts', 'that', 'the', 'European', 'Community', 'should', 'also', 'do', 'so', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
15,"['To', 'that', 'end', ',', 'the', 'Commission', 'proposed', 'that', 'the', 'Presidency', 'of', 'the', 'Council', 'designate', 'the', 'persons', 'empowered', 'to', 'sign', 'the', 'Convention', 'on', 'behalf', 'of', 'the', 'European', 'Community', '.']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
16,"['The', 'Council', 'adopted', 'the', 'Commission', 'proposal', 'without', 'debate', '.']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n']"
17,"['Fighting', 'corruption', ':', 'the', 'UN', 'Convention', 'The', 'purposes', 'of', 'the', 'Convention', 'are', 'to', ':', 'promote', 'and', 'strengthen', 'measures', 'to', 'prevent', 'and', 'combat', 'corruption', 'more', 'efficiently', 'and', 'effectively', ';', 'promote', ',', 'facilitate', 'and', 'support', 'international', 'cooperation', 'and', 'technical', 'assistance', ';', 'promote', 'integrity', ',', 'accountability', 'and', 'proper', 'management', 'of', 'public', 'affairs', 'and', 'public', 'property', '.']","['B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n']","['B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n']"
18,"['It', 'applies', 'to', 'the', 'prevention', ',', 'investigation', 'and', 'prosecution', 'of', 'corruption', 'and', 'to', 'the', 'freezing', ',', 'seizure', ',', 'confiscation', 'and', 'return', 'of', 'the', 'proceeds', 'of', 'offences', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n']"
19,"['The', 'Convention', 'enumerates', 'in', 'detail', 'the', 'measures', 'to', 'prevent', 'corruption', ',', 'including', 'the', 'application', 'of', 'prevention', 'policies', 'and', 'practices', ',', 'the', 'establishment', 'of', 'bodies', 'for', 'that', 'purpose', ',', 'the', 'application', 'of', 'codes', 'of', 'conduct', 'for', 'public', 'officials', 'and', 'objective', 'criteria', 'for', 'the', 'recruitment', 'and', 'promotion', 'of', 'civil', 'servants', ',', 'and', 'public', 'procurement', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'T', 'n']"
20,"['It', 'recommends', 'promoting', 'transparency', 'and', 'accountability', 'in', 'the', 'management', 'of', 'public', 'finances', 'and', 'in', 'the', 'private', 'sector', ',', 'with', 'tougher', 'accounting', 'and', 'auditing', 'standards', '.']","['n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n']"
21,"['Measures', 'to', 'prevent', 'money-laundering', 'are', 'also', 'provided', 'for', ',', 'together', 'with', 'measures', 'to', 'secure', 'the', 'independence', 'of', 'the', 'judiciary', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'n']"
22,"['Public', 'reporting', 'and', 'the', 'participation', 'of', 'society', 'are', 'encouraged', 'as', 'preventive', 'measures', '.']","['B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n']","['B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n']"
23,"['Regarding', 'criminalisation', ',', 'detection', 'and', 'repression', ',', 'the', 'Convention', 'recommends', 'the', 'State', 'Parties', 'to', 'adopt', 'such', 'legislative', 'and', 'other', 'measures', 'as', 'may', 'be', 'necessary', 'to', 'establish', 'a', 'whole', 'series', 'of', 'criminal', 'offences', '.']","['n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']","['n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n']"
24,"['These', 'are', ':', 'corruption', 'of', 'national', 'or', 'foreign', 'public', 'officials', 'and', 'officials', 'of', 'public', 'international', 'organisations', ';', 'embezzlement', ',', 'misappropriation', 'or', 'other', 'diversion', 'by', 'a', 'public', 'official', 'of', 'any', 'public', 'or', 'private', 'property', ';', 'trading', 'in', 'influence', ';', 'abuse', 'of', 'functions', 'and', 'illicit', 'enrichment', '.']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'T', 'n']","['n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'T', 'T', 'n', 'B-T', 'T', 'n']"
25,"['In', 'all', 'respects', ',', 'the', 'Convention', 'regards', 'as', 'corruption', 'the', 'offer', 'or', 'acceptance', 'of', 'undue', 'advantages', 'for', 'oneself', 'or', 'for', 'another', 'person', 'or', 'entity', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
26,"['In', 'the', 'private', 'sector', ',', 'it', 'calls', 'for', 'the', 'creation', 'of', 'offences', 'of', 'embezzlement', 'and', 'corruption', '.']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'n']","['n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'n']"
27,"['There', 'would', 'also', 'be', 'offences', 'of', 'laundering', 'the', 'proceeds', 'of', 'crime', ',', 'handling', 'stolen', 'property', ',', 'obstructing', 'the', 'administration', 'of', 'justice', ',', 'and', 'participating', 'in', 'and', 'attempting', 'embezzlement', 'or', 'corruption', '.']","['n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n']","['n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n']"
28,"['The', 'State', 'Parties', 'are', 'recommended', 'to', 'take', 'the', 'necessary', 'measures', 'to', ':', 'provide', 'for', 'the', 'liability', 'of', 'legal', 'persons', ';', 'allow', 'the', 'freezing', ',', 'seizure', 'and', 'confiscation', ';', 'protect', 'witnesses', ',', 'experts', 'and', 'victims', ';', 'protect', 'reporting', 'persons', ';', 'tackle', 'the', 'consequences', 'of', 'acts', 'of', 'corruption', ';', 'ensure', 'that', 'entities', 'or', 'persons', 'who', 'have', 'suffered', 'damage', 'as', 'a', 'result', 'of', 'an', 'act', 'of', 'corruption', 'have', 'the', 'right', 'to', 'initiate', 'legal', 'proceedings', 'for', 'compensation', ';', 'establish', 'a', 'body', 'or', 'bodies', 'or', 'appoint', 'persons', 'specialised', 'in', 'combating', 'corruption', 'through', 'law', 'enforcement', ';', 'encourage', 'cooperation', 'with', 'law', 'enforcement', 'authorities', ';', 'encourage', 'cooperation', 'between', 'national', 'authorities', 'and', 'with', 'the', 'private', 'sector', ';', 'overcome', 'obstacles', 'that', 'may', 'arise', 'out', 'of', 'the', 'application', 'of', 'bank', 'secrecy', 'laws', ';', 'take', 'account', 'of', 'the', 'previous', 'convictions', 'of', 'an', 'alleged', 'offender', 'in', 'another', 'State', 'for', 'the', 'purpose', 'of', 'criminal', 'proceedings', ';', 'establish', 'their', 'jurisdiction', 'over', 'offences', 'committed', 'on', 'their', 'territory', ',', 'or', 'against', 'them', ',', 'or', 'by', 'one', 'of', 'their', 'nationals', 'etc', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'B-T', 'T', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'T', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
29,"['State', 'Parties', 'are', 'also', 'to', 'take', 'the', 'necessary', 'measures', 'concerning', 'proceedings', 'and', 'penalties', 'against', 'public', 'officials', ',', 'so', 'as', 'to', 'strike', 'a', 'balance', 'between', 'their', 'immunities', 'and', 'the', 'offences', 'committed', 'by', 'them', ',', 'including', 'the', 'ensuing', 'consequences', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'B-T', 'T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
30,"['The', 'Convention', 'devotes', 'a', 'chapter', 'to', 'international', 'cooperation', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
31,"['The', 'State', 'Parties', 'are', 'to', 'cooperate', 'on', 'criminal', 'matters', 'and', 'on', 'matters', 'of', 'extradition', 'and', 'transfer', 'of', 'sentenced', 'persons', ',', 'in', 'a', 'variety', 'of', 'situations', 'described', 'by', 'the', 'Convention', '.']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'B-T', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
